invoice_line_id,tracking_id,client,carrier,service,invoice_date,billed_total,expected_total,variance_usd,exception_type,recovery_usd
189489,1Z000189489,Lumen Electronics,ContinentalParcel,CPX_GROUND,2025-02-23,45.88,24.88,21.0,unearned_address_correction,21.0
190128,1Z000190128,Harbor Home Goods,ContinentalParcel,CPX_GROUND,2025-08-16,43.75,22.75,21.0,unearned_address_correction,21.0
209478,1Z000209478,Verity Beauty,NationalExpress,NEX_GROUND,2025-10-05,40.13,19.13,21.0,unearned_address_correction,21.0
208817,1Z000208817,Ironline Industrial,ContinentalParcel,CPX_GROUND,2025-02-12,35.38,14.38,21.0,unearned_address_correction,21.0
210593,1Z000210593,Lumen Electronics,ContinentalParcel,CPX_GROUND,2025-10-15,43.28,22.28,21.0,unearned_address_correction,21.0
20245,1Z000020245,Northwind Apparel,NationalExpress,NEX_GROUND,2025-07-30,36.85,15.85,21.0,unearned_address_correction,21.0
18920,1Z000018920,Ironline Industrial,NationalExpress,NEX_GROUND,2025-05-16,47.71,26.71,21.0,unearned_address_correction,21.0
20032,1Z000020032,Cascade Supplements,NationalExpress,NEX_GROUND,2025-12-07,39.26,18.26,21.0,unearned_address_correction,21.0
117296,1Z000117296,Verity Beauty,PostalDirect,PSD_ECONOMY,2025-10-18,28.9,7.9,21.0,unearned_address_correction,21.0
20063,1Z000020063,Harbor Home Goods,ContinentalParcel,CPX_GROUND,2025-02-02,41.26,20.25,21.01,unearned_address_correction,21.0
78006,1Z000078006,Verity Beauty,PostalDirect,PSD_ECONOMY,2025-11-03,30.19,9.19,21.0,unearned_address_correction,21.0
78002,1Z000078002,Verity Beauty,PostalDirect,PSD_ECONOMY,2025-12-16,28.9,7.9,21.0,unearned_address_correction,21.0
187172,1Z000187172,Northwind Apparel,NationalExpress,NEX_GROUND,2025-07-20,43.38,22.39,20.99,unearned_address_correction,21.0
110843,1Z000110843,Cascade Supplements,ContinentalParcel,CPX_GROUND,2025-03-18,46.33,25.33,21.0,unearned_address_correction,21.0
111991,1Z000111991,Northwind Apparel,NationalExpress,NEX_GROUND,2025-09-06,34.34,13.34,21.0,unearned_address_correction,21.0
18024,1Z000018024,Northwind Apparel,NationalExpress,NEX_GROUND,2025-02-12,42.07,21.07,21.0,unearned_address_correction,21.0
18590,1Z000018590,Ironline Industrial,ContinentalParcel,CPX_GROUND,2025-12-31,46.83,25.83,21.0,unearned_address_correction,21.0
111013,1Z000111013,Northwind Apparel,NationalExpress,NEX_GROUND,2025-12-10,45.4,24.4,21.0,unearned_address_correction,21.0
133978,1Z000133978,Cascade Supplements,ContinentalParcel,CPX_GROUND,2025-10-25,41.82,20.82,21.0,unearned_address_correction,21.0
133140,1Z000133140,Northwind Apparel,PostalDirect,PSD_ECONOMY,2025-03-07,30.95,9.95,21.0,unearned_address_correction,21.0
133523,1Z000133523,Verity Beauty,PostalDirect,PSD_ECONOMY,2025-02-02,29.29,8.29,21.0,unearned_address_correction,21.0
133624,1Z000133624,Ironline Industrial,ContinentalParcel,CPX_GROUND,2025-06-29,95.97,74.97,21.0,unearned_address_correction,21.0
134122,1Z000134122,Northwind Apparel,NationalExpress,NEX_GROUND,2025-11-15,36.73,15.73,21.0,unearned_address_correction,21.0
110664,1Z000110664,Lumen Electronics,ContinentalParcel,CPX_GROUND,2025-12-24,50.33,29.34,20.99,unearned_address_correction,21.0
133709,1Z000133709,Cascade Supplements,ContinentalParcel,CPX_GROUND,2025-06-14,40.97,19.98,20.99,unearned_address_correction,21.0
76972,1Z000076972,Ironline Industrial,NationalExpress,NEX_GROUND,2025-07-05,45.08,24.09,20.99,unearned_address_correction,21.0
77269,1Z000077269,Northwind Apparel,PostalDirect,PSD_ECONOMY,2025-05-22,31.15,10.15,21.0,unearned_address_correction,21.0
187106,1Z000187106,Cascade Supplements,RegionalGrid,RGX_REGIONAL,2025-03-10,35.7,14.7,21.0,unearned_address_correction,21.0
187466,1Z000187466,Northwind Apparel,NationalExpress,NEX_GROUND,2025-03-21,38.84,17.83,21.01,unearned_address_correction,21.0
187464,1Z000187464,Northwind Apparel,PostalDirect,PSD_ECONOMY,2025-03-08,29.51,8.51,21.0,unearned_address_correction,21.0
187392,1Z000187392,Verity Beauty,NationalExpress,NEX_2DAY,2025-12-30,60.09,39.09,21.0,unearned_address_correction,21.0
211886,1Z000211886,Cascade Supplements,ContinentalParcel,CPX_GROUND,2025-10-10,36.86,15.86,21.0,unearned_address_correction,21.0
187629,1Z000187629,Lumen Electronics,NationalExpress,NEX_2DAY,2025-08-24,86.35,65.34,21.01,unearned_address_correction,21.0
187588,1Z000187588,Harbor Home Goods,NationalExpress,NEX_GROUND,2025-05-14,39.86,18.86,21.0,unearned_address_correction,21.0
211921,1Z000211921,Northwind Apparel,PostalDirect,PSD_ECONOMY,2025-02-14,28.78,7.78,21.0,unearned_address_correction,21.0
212229,1Z000212229,Verity Beauty,PostalDirect,PSD_ECONOMY,2025-05-30,32.12,11.12,21.0,unearned_address_correction,21.0
212599,1Z000212599,Harbor Home Goods,NationalExpress,NEX_GROUND,2025-10-19,71.12,50.12,21.0,unearned_address_correction,21.0
60604,1Z000060604,Cascade Supplements,ContinentalParcel,CPX_GROUND,2025-05-29,46.21,25.22,20.99,unearned_address_correction,21.0
186600,1Z000186600,Northwind Apparel,PostalDirect,PSD_ECONOMY,2025-06-23,31.15,10.15,21.0,unearned_address_correction,21.0
77398,1Z000077398,Ironline Industrial,ContinentalParcel,CPX_GROUND,2025-10-29,39.24,18.24,21.0,unearned_address_correction,21.0
60544,1Z000060544,Cascade Supplements,ContinentalParcel,CPX_GROUND,2025-05-14,30.45,9.45,21.0,unearned_address_correction,21.0
60495,1Z000060495,Verity Beauty,PostalDirect,PSD_ECONOMY,2025-10-04,33.12,12.12,21.0,unearned_address_correction,21.0
60455,1Z000060455,Ironline Industrial,NationalExpress,NEX_GROUND,2025-06-26,30.25,9.25,21.0,unearned_address_correction,21.0
211705,1Z000211705,Northwind Apparel,RegionalGrid,RGX_REGIONAL,2025-05-07,34.45,13.45,21.0,unearned_address_correction,21.0
60957,1Z000060957,Northwind Apparel,NationalExpress,NEX_GROUND,2025-03-17,35.92,14.92,21.0,unearned_address_correction,21.0
211190,1Z000211190,Cascade Supplements,ContinentalParcel,CPX_GROUND,2025-11-10,37.29,16.29,21.0,unearned_address_correction,21.0
188368,1Z000188368,Verity Beauty,NationalExpress,NEX_GROUND,2025-01-13,38.14,17.14,21.0,unearned_address_correction,21.0
76562,1Z000076562,Ironline Industrial,NationalExpress,NEX_GROUND,2025-08-11,32.39,11.39,21.0,unearned_address_correction,21.0
61185,1Z000061185,Northwind Apparel,PostalDirect,PSD_ECONOMY,2025-08-04,30.23,9.23,21.0,unearned_address_correction,21.0
61133,1Z000061133,Cascade Supplements,NationalExpress,NEX_GROUND,2025-11-14,46.39,25.39,21.0,unearned_address_correction,21.0
7219,1Z000007219,Verity Beauty,NationalExpress,NEX_GROUND,2025-12-20,42.11,21.11,21.0,unearned_address_correction,21.0
18580,1Z000018580,Northwind Apparel,NationalExpress,NEX_GROUND,2025-05-19,36.04,15.04,21.0,unearned_address_correction,21.0
7077,1Z000007077,Cascade Supplements,ContinentalParcel,CPX_GROUND,2025-12-11,60.18,39.19,20.99,unearned_address_correction,21.0
210967,1Z000210967,Northwind Apparel,NationalExpress,NEX_GROUND,2025-07-23,34.35,13.35,21.0,unearned_address_correction,21.0
110548,1Z000110548,Northwind Apparel,NationalExpress,NEX_GROUND,2025-11-19,29.25,8.26,20.99,unearned_address_correction,21.0
111382,1Z000111382,Harbor Home Goods,NationalExpress,NEX_GROUND,2025-05-01,50.39,29.39,21.0,unearned_address_correction,21.0
111745,1Z000111745,Northwind Apparel,NationalExpress,NEX_GROUND,2025-04-18,39.41,18.41,21.0,unearned_address_correction,21.0
133078,1Z000133078,Lumen Electronics,ContinentalParcel,CPX_SAVER,2025-02-26,48.45,27.45,21.0,unearned_address_correction,21.0
133022,1Z000133022,Ironline Industrial,NationalExpress,NEX_GROUND,2025-01-03,37.39,16.39,21.0,unearned_address_correction,21.0
133260,1Z000133260,Cascade Supplements,ContinentalParcel,CPX_GROUND,2025-05-23,36.68,15.68,21.0,unearned_address_correction,21.0
112110,1Z000112110,Harbor Home Goods,NationalExpress,NEX_GROUND,2025-02-12,48.41,27.41,21.0,unearned_address_correction,21.0
132643,1Z000132643,Cascade Supplements,ContinentalParcel,CPX_GROUND,2025-05-05,30.42,9.42,21.0,unearned_address_correction,21.0
133752,1Z000133752,Harbor Home Goods,NationalExpress,NEX_GROUND,2025-06-15,41.32,20.32,21.0,unearned_address_correction,21.0
5926,1Z000005926,Lumen Electronics,ContinentalParcel,CPX_GROUND,2025-11-16,39.44,18.44,21.0,unearned_address_correction,21.0
210953,1Z000210953,Cascade Supplements,ContinentalParcel,CPX_GROUND,2025-05-29,40.19,19.2,20.99,unearned_address_correction,21.0
123803,1Z000123803,Verity Beauty,NationalExpress,NEX_GROUND,2025-08-04,42.27,21.27,21.0,unearned_address_correction,21.0
123851,1Z000123851,Northwind Apparel,NationalExpress,NEX_GROUND,2025-03-23,43.25,22.26,20.99,unearned_address_correction,21.0
123322,1Z000123322,Northwind Apparel,NationalExpress,NEX_GROUND,2025-03-21,43.25,22.26,20.99,unearned_address_correction,21.0
133857,1Z000133857,Cascade Supplements,ContinentalParcel,CPX_GROUND,2025-01-26,38.83,17.84,20.99,unearned_address_correction,21.0
133806,1Z000133806,Cascade Supplements,NationalExpress,NEX_GROUND,2025-10-30,42.21,21.21,21.0,unearned_address_correction,21.0
250450,1Z000120420,Ironline Industrial,ContinentalParcel,CPX_GROUND,2025-12-10,21.0,21.01,-0.01,duplicate_billing,21.0
211584,1Z000211584,Northwind Apparel,PostalDirect,PSD_ECONOMY,2025-06-21,28.44,7.44,21.0,unearned_address_correction,21.0
61234,1Z000061234,Cascade Supplements,NationalExpress,NEX_GROUND,2025-04-13,37.89,16.9,20.99,unearned_address_correction,21.0
61206,1Z000061206,Ironline Industrial,NationalExpress,NEX_GROUND,2025-06-06,38.83,17.84,20.99,unearned_address_correction,21.0
211240,1Z000211240,Northwind Apparel,PostalDirect,PSD_ECONOMY,2025-09-08,31.15,10.15,21.0,unearned_address_correction,21.0
189903,1Z000189903,Harbor Home Goods,NationalExpress,NEX_GROUND,2025-11-26,52.84,31.84,21.0,unearned_address_correction,21.0
189368,1Z000189368,Lumen Electronics,ContinentalParcel,CPX_GROUND,2025-04-28,41.66,20.66,21.0,unearned_address_correction,21.0
211335,1Z000211335,Lumen Electronics,ContinentalParcel,CPX_SAVER,2025-07-26,56.56,35.56,21.0,unearned_address_correction,21.0
211463,1Z000211463,Cascade Supplements,ContinentalParcel,CPX_GROUND,2025-10-04,41.37,20.36,21.01,unearned_address_correction,21.0
210805,1Z000210805,Harbor Home Goods,NationalExpress,NEX_GROUND,2025-05-20,50.54,29.54,21.0,unearned_address_correction,21.0
210692,1Z000210692,Ironline Industrial,NationalExpress,NEX_GROUND,2025-03-07,34.99,13.99,21.0,unearned_address_correction,21.0
61438,1Z000061438,Northwind Apparel,NationalExpress,NEX_GROUND,2025-10-20,35.26,14.26,21.0,unearned_address_correction,21.0
61332,1Z000061332,Ironline Industrial,NationalExpress,NEX_GROUND,2025-09-01,40.45,19.46,20.99,unearned_address_correction,21.0
61623,1Z000061623,Harbor Home Goods,ContinentalParcel,CPX_GROUND,2025-03-07,50.69,29.69,21.0,unearned_address_correction,21.0
190101,1Z000190101,Cascade Supplements,NationalExpress,NEX_GROUND,2025-07-28,39.91,18.91,21.0,unearned_address_correction,21.0
127091,1Z000127091,Ironline Industrial,NationalExpress,NEX_GROUND,2025-09-19,67.78,46.78,21.0,unearned_address_correction,21.0
128641,1Z000128641,Cascade Supplements,ContinentalParcel,CPX_GROUND,2025-11-03,37.43,16.44,20.99,unearned_address_correction,21.0
127329,1Z000127329,Harbor Home Goods,NationalExpress,NEX_GROUND,2025-07-09,40.4,19.4,21.0,unearned_address_correction,21.0
204231,1Z000204231,Northwind Apparel,RegionalGrid,RGX_REGIONAL,2025-07-27,33.88,12.87,21.01,unearned_address_correction,21.0
127581,1Z000127581,Verity Beauty,NationalExpress,NEX_GROUND,2025-08-22,37.74,16.74,21.0,unearned_address_correction,21.0
127843,1Z000127843,Ironline Industrial,RegionalGrid,RGX_REGIONAL,2025-06-09,31.01,10.0,21.01,unearned_address_correction,21.0
115719,1Z000115719,Harbor Home Goods,NationalExpress,NEX_GROUND,2025-01-06,46.81,25.81,21.0,unearned_address_correction,21.0
115904,1Z000115904,Cascade Supplements,RegionalGrid,RGX_REGIONAL,2025-06-26,28.45,7.45,21.0,unearned_address_correction,21.0
196192,1Z000196192,Ironline Industrial,NationalExpress,NEX_GROUND,2025-07-09,41.2,20.2,21.0,unearned_address_correction,21.0
114479,1Z000114479,Harbor Home Goods,ContinentalParcel,CPX_GROUND,2025-11-30,49.5,28.5,21.0,unearned_address_correction,21.0
9647,1Z000009647,Northwind Apparel,NationalExpress,NEX_GROUND,2025-02-04,36.8,15.8,21.0,unearned_address_correction,21.0
195866,1Z000195866,Cascade Supplements,ContinentalParcel,CPX_GROUND,2025-12-04,42.96,21.95,21.01,unearned_address_correction,21.0
206350,1Z000206350,Northwind Apparel,NationalExpress,NEX_GROUND,2025-12-16,38.82,17.82,21.0,unearned_address_correction,21.0
64669,1Z000064669,Northwind Apparel,NationalExpress,NEX_GROUND,2025-02-08,37.57,16.57,21.0,unearned_address_correction,21.0
64883,1Z000064883,Cascade Supplements,NationalExpress,NEX_GROUND,2025-10-10,37.91,16.92,20.99,unearned_address_correction,21.0
65320,1Z000065320,Harbor Home Goods,ContinentalParcel,CPX_GROUND,2025-03-12,45.16,24.16,21.0,unearned_address_correction,21.0
206398,1Z000206398,Cascade Supplements,NationalExpress,NEX_2DAY,2026-01-01,58.42,37.42,21.0,unearned_address_correction,21.0
205900,1Z000205900,Harbor Home Goods,NationalExpress,NEX_GROUND,2025-11-05,46.37,25.37,21.0,unearned_address_correction,21.0
204486,1Z000204486,Lumen Electronics,ContinentalParcel,CPX_GROUND,2025-09-08,29.35,8.35,21.0,unearned_address_correction,21.0
11102,1Z000011102,Northwind Apparel,PostalDirect,PSD_ECONOMY,2025-02-20,30.23,9.23,21.0,unearned_address_correction,21.0
194070,1Z000194070,Cascade Supplements,ContinentalParcel,CPX_GROUND,2025-12-03,43.17,22.16,21.01,unearned_address_correction,21.0
74108,1Z000074108,Northwind Apparel,PostalDirect,PSD_ECONOMY,2025-10-03,29.8,8.8,21.0,unearned_address_correction,21.0
73247,1Z000073247,Verity Beauty,PostalDirect,PSD_ECONOMY,2025-11-17,28.95,7.95,21.0,unearned_address_correction,21.0
73570,1Z000073570,Verity Beauty,PostalDirect,PSD_ECONOMY,2025-10-31,31.91,10.91,21.0,unearned_address_correction,21.0
67553,1Z000067553,Ironline Industrial,NationalExpress,NEX_GROUND,2025-09-11,37.44,16.44,21.0,unearned_address_correction,21.0
204214,1Z000204214,Verity Beauty,NationalExpress,NEX_GROUND,2025-12-01,45.56,24.56,21.0,unearned_address_correction,21.0
194460,1Z000194460,Lumen Electronics,ContinentalParcel,CPX_GROUND,2025-09-13,52.12,31.11,21.01,unearned_address_correction,21.0
194625,1Z000194625,Lumen Electronics,RegionalGrid,RGX_REGIONAL,2025-02-12,29.47,8.47,21.0,unearned_address_correction,21.0
194563,1Z000194563,Northwind Apparel,RegionalGrid,RGX_REGIONAL,2025-04-04,34.25,13.25,21.0,unearned_address_correction,21.0
127096,1Z000127096,Ironline Industrial,RegionalGrid,RGX_REGIONAL,2025-03-20,41.17,20.18,20.99,unearned_address_correction,21.0
11476,1Z000011476,Lumen Electronics,ContinentalParcel,CPX_GROUND,2025-12-08,44.95,23.95,21.0,unearned_address_correction,21.0
11470,1Z000011470,Northwind Apparel,NationalExpress,NEX_GROUND,2025-07-25,35.88,14.88,21.0,unearned_address_correction,21.0
11866,1Z000011866,Verity Beauty,RegionalGrid,RGX_REGIONAL,2025-05-14,36.39,15.38,21.01,unearned_address_correction,21.0
11841,1Z000011841,Cascade Supplements,ContinentalParcel,CPX_GROUND,2025-07-22,38.38,17.38,21.0,unearned_address_correction,21.0
11721,1Z000011721,Cascade Supplements,ContinentalParcel,CPX_GROUND,2025-11-21,44.83,23.83,21.0,unearned_address_correction,21.0
126257,1Z000126257,Northwind Apparel,NationalExpress,NEX_GROUND,2025-07-01,37.87,16.87,21.0,unearned_address_correction,21.0
126570,1Z000126570,Verity Beauty,PostalDirect,PSD_ECONOMY,2025-10-02,29.29,8.29,21.0,unearned_address_correction,21.0
9992,1Z000009992,Ironline Industrial,ContinentalParcel,CPX_GROUND,2025-06-29,44.86,23.86,21.0,unearned_address_correction,21.0
127160,1Z000127160,Verity Beauty,NationalExpress,NEX_GROUND,2025-12-20,39.95,18.96,20.99,unearned_address_correction,21.0
73399,1Z000073399,Verity Beauty,NationalExpress,NEX_GROUND,2025-06-10,46.0,24.99,21.01,unearned_address_correction,21.0
10103,1Z000010103,Northwind Apparel,PostalDirect,PSD_ECONOMY,2025-04-01,29.12,8.12,21.0,unearned_address_correction,21.0
9670,1Z000009670,Lumen Electronics,ContinentalParcel,CPX_SAVER,2025-07-17,52.87,31.88,20.99,unearned_address_correction,21.0
195967,1Z000195967,Verity Beauty,PostalDirect,PSD_ECONOMY,2025-11-10,31.91,10.91,21.0,unearned_address_correction,21.0
73181,1Z000073181,Ironline Industrial,NationalExpress,NEX_GROUND,2025-12-13,52.19,31.19,21.0,unearned_address_correction,21.0
195415,1Z000195415,Lumen Electronics,ContinentalParcel,CPX_SAVER,2025-02-21,52.84,31.84,21.0,unearned_address_correction,21.0
8643,1Z000008643,Northwind Apparel,NationalExpress,NEX_GROUND,2025-11-24,40.87,19.87,21.0,unearned_address_correction,21.0
124549,1Z000124549,Northwind Apparel,PostalDirect,PSD_ECONOMY,2025-02-20,29.12,8.12,21.0,unearned_address_correction,21.0
117890,1Z000117890,Lumen Electronics,ContinentalParcel,CPX_GROUND,2025-10-10,39.01,18.01,21.0,unearned_address_correction,21.0
65826,1Z000065826,Ironline Industrial,ContinentalParcel,CPX_GROUND,2025-07-26,39.25,18.25,21.0,unearned_address_correction,21.0
204422,1Z000204422,Harbor Home Goods,NationalExpress,NEX_GROUND,2025-09-07,39.65,18.65,21.0,unearned_address_correction,21.0
205321,1Z000205321,Northwind Apparel,PostalDirect,PSD_ECONOMY,2025-04-19,29.12,8.12,21.0,unearned_address_correction,21.0
205195,1Z000205195,Cascade Supplements,ContinentalParcel,CPX_GROUND,2025-08-09,29.59,8.59,21.0,unearned_address_correction,21.0
205188,1Z000205188,Harbor Home Goods,NationalExpress,NEX_GROUND,2025-11-02,69.89,48.89,21.0,unearned_address_correction,21.0
65870,1Z000065870,Verity Beauty,NationalExpress,NEX_GROUND,2025-12-28,41.04,20.03,21.01,unearned_address_correction,21.0
205088,1Z000205088,Cascade Supplements,ContinentalParcel,CPX_GROUND,2025-04-26,31.04,10.04,21.0,unearned_address_correction,21.0
195718,1Z000195718,Verity Beauty,NationalExpress,NEX_GROUND,2025-09-15,36.96,15.95,21.01,unearned_address_correction,21.0
206297,1Z000206297,Northwind Apparel,NationalExpress,NEX_GROUND,2025-08-16,34.86,13.86,21.0,unearned_address_correction,21.0
66579,1Z000066579,Cascade Supplements,ContinentalParcel,CPX_GROUND,2025-09-12,31.6,10.6,21.0,unearned_address_correction,21.0
66623,1Z000066623,Cascade Supplements,ContinentalParcel,CPX_GROUND,2025-12-08,36.53,15.53,21.0,unearned_address_correction,21.0
204929,1Z000204929,Northwind Apparel,NationalExpress,NEX_GROUND,2025-12-13,37.95,16.95,21.0,unearned_address_correction,21.0
126781,1Z000126781,Lumen Electronics,ContinentalParcel,CPX_GROUND,2025-12-14,59.07,38.07,21.0,unearned_address_correction,21.0
126172,1Z000126172,Cascade Supplements,NationalExpress,NEX_GROUND,2025-08-08,36.27,15.27,21.0,unearned_address_correction,21.0
8044,1Z000008044,Verity Beauty,PostalDirect,PSD_ECONOMY,2025-07-25,32.64,11.64,21.0,unearned_address_correction,21.0
8436,1Z000008436,Ironline Industrial,NationalExpress,NEX_GROUND,2025-12-07,45.33,24.32,21.01,unearned_address_correction,21.0
9147,1Z000009147,Ironline Industrial,NationalExpress,NEX_GROUND,2025-06-20,33.59,12.59,21.0,unearned_address_correction,21.0
125363,1Z000125363,Verity Beauty,PostalDirect,PSD_ECONOMY,2025-05-12,31.37,10.37,21.0,unearned_address_correction,21.0
204831,1Z000204831,Verity Beauty,PostalDirect,PSD_ECONOMY,2025-12-26,29.29,8.29,21.0,unearned_address_correction,21.0
125687,1Z000125687,Ironline Industrial,NationalExpress,NEX_GROUND,2025-09-08,45.4,24.4,21.0,unearned_address_correction,21.0
125960,1Z000125960,Cascade Supplements,ContinentalParcel,CPX_GROUND,2025-07-13,36.52,15.52,21.0,unearned_address_correction,21.0
9853,1Z000009853,Northwind Apparel,NationalExpress,NEX_GROUND,2025-04-13,35.99,14.99,21.0,unearned_address_correction,21.0
204613,1Z000204613,Northwind Apparel,NationalExpress,NEX_GROUND,2025-04-27,37.94,16.94,21.0,unearned_address_correction,21.0
125697,1Z000125697,Verity Beauty,PostalDirect,PSD_ECONOMY,2025-10-27,29.29,8.29,21.0,unearned_address_correction,21.0
116551,1Z000116551,Verity Beauty,PostalDirect,PSD_ECONOMY,2025-12-01,29.29,8.29,21.0,unearned_address_correction,21.0
116759,1Z000116759,Northwind Apparel,NationalExpress,NEX_GROUND,2025-10-25,36.63,15.62,21.01,unearned_address_correction,21.0
117083,1Z000117083,Verity Beauty,PostalDirect,PSD_ECONOMY,2025-11-03,31.37,10.37,21.0,unearned_address_correction,21.0
125507,1Z000125507,Cascade Supplements,ContinentalParcel,CPX_GROUND,2025-04-12,47.09,26.09,21.0,unearned_address_correction,21.0
127073,1Z000127073,Harbor Home Goods,NationalExpress,NEX_GROUND,2025-08-27,41.34,20.34,21.0,unearned_address_correction,21.0
127468,1Z000127468,Verity Beauty,NationalExpress,NEX_GROUND,2025-05-12,37.14,16.13,21.01,unearned_address_correction,21.0
9881,1Z000009881,Northwind Apparel,NationalExpress,NEX_GROUND,2025-09-20,37.8,16.8,21.0,unearned_address_correction,21.0
125942,1Z000125942,Harbor Home Goods,NationalExpress,NEX_GROUND,2025-10-02,48.06,27.07,20.99,unearned_address_correction,21.0
113974,1Z000113974,Cascade Supplements,ContinentalParcel,CPX_GROUND,2025-09-04,38.37,17.37,21.0,unearned_address_correction,21.0
74942,1Z000074942,Harbor Home Goods,NationalExpress,NEX_GROUND,2025-01-10,44.45,23.45,21.0,unearned_address_correction,21.0
74883,1Z000074883,Northwind Apparel,NationalExpress,NEX_GROUND,2025-06-04,37.02,16.01,21.01,unearned_address_correction,21.0
63839,1Z000063839,Northwind Apparel,PostalDirect,PSD_ECONOMY,2025-11-15,33.78,12.78,21.0,unearned_address_correction,21.0
63855,1Z000063855,Verity Beauty,PostalDirect,PSD_ECONOMY,2025-11-30,30.68,9.68,21.0,unearned_address_correction,21.0
207173,1Z000207173,Verity Beauty,PostalDirect,PSD_ECONOMY,2025-02-15,32.06,11.06,21.0,unearned_address_correction,21.0
207245,1Z000207245,Northwind Apparel,PostalDirect,PSD_ECONOMY,2025-04-29,30.95,9.95,21.0,unearned_address_correction,21.0
207616,1Z000207616,Northwind Apparel,NationalExpress,NEX_GROUND,2025-06-01,39.02,18.02,21.0,unearned_address_correction,21.0
207601,1Z000207601,Ironline Industrial,NationalExpress,NEX_GROUND,2025-10-26,37.38,16.37,21.01,unearned_address_correction,21.0
194103,1Z000194103,Verity Beauty,PostalDirect,PSD_ECONOMY,2025-08-31,29.29,8.29,21.0,unearned_address_correction,21.0
74744,1Z000074744,Ironline Industrial,NationalExpress,NEX_2DAY,2025-06-07,79.9,58.9,21.0,unearned_address_correction,21.0
192356,1Z000192356,Ironline Industrial,NationalExpress,NEX_GROUND,2025-02-02,46.46,25.46,21.0,unearned_address_correction,21.0
203349,1Z000203349,Lumen Electronics,ContinentalParcel,CPX_GROUND,2025-10-16,39.91,18.91,21.0,unearned_address_correction,21.0
193443,1Z000193443,Verity Beauty,PostalDirect,PSD_ECONOMY,2025-11-24,29.99,8.99,21.0,unearned_address_correction,21.0
193634,1Z000193634,Harbor Home Goods,NationalExpress,NEX_GROUND,2025-11-13,59.58,38.58,21.0,unearned_address_correction,21.0
193920,1Z000193920,Lumen Electronics,ContinentalParcel,CPX_GROUND,2025-11-21,54.82,33.83,20.99,unearned_address_correction,21.0
13471,1Z000013471,Verity Beauty,PostalDirect,PSD_ECONOMY,2025-09-10,32.19,11.19,21.0,unearned_address_correction,21.0
13531,1Z000013531,Northwind Apparel,PostalDirect,PSD_ECONOMY,2025-02-05,30.95,9.95,21.0,unearned_address_correction,21.0
13513,1Z000013513,Ironline Industrial,ContinentalParcel,CPX_GROUND,2025-11-07,38.29,17.28,21.01,unearned_address_correction,21.0
74784,1Z000074784,Ironline Industrial,NationalExpress,NEX_GROUND,2025-04-25,48.57,27.57,21.0,unearned_address_correction,21.0
14031,1Z000014031,Cascade Supplements,ContinentalParcel,CPX_GROUND,2025-06-04,36.62,15.62,21.0,unearned_address_correction,21.0
14297,1Z000014297,Harbor Home Goods,NationalExpress,NEX_GROUND,2025-05-01,56.2,35.2,21.0,unearned_address_correction,21.0
203152,1Z000203152,Cascade Supplements,NationalExpress,NEX_GROUND,2025-03-09,40.01,19.01,21.0,unearned_address_correction,21.0
203249,1Z000203249,Cascade Supplements,ContinentalParcel,CPX_GROUND,2025-09-23,38.49,17.49,21.0,unearned_address_correction,21.0
114544,1Z000114544,Verity Beauty,PostalDirect,PSD_ECONOMY,2025-04-25,28.26,7.26,21.0,unearned_address_correction,21.0
129724,1Z000129724,Ironline Industrial,ContinentalParcel,CPX_GROUND,2025-08-06,34.8,13.79,21.01,unearned_address_correction,21.0
129705,1Z000129705,Verity Beauty,PostalDirect,PSD_ECONOMY,2025-01-15,29.99,8.99,21.0,unearned_address_correction,21.0
130050,1Z000130050,Northwind Apparel,NationalExpress,NEX_GROUND,2025-04-17,38.92,17.92,21.0,unearned_address_correction,21.0
130315,1Z000130315,Lumen Electronics,ContinentalParcel,CPX_SAVER,2025-12-24,63.17,42.17,21.0,unearned_address_correction,21.0
113696,1Z000113696,Northwind Apparel,NationalExpress,NEX_GROUND,2025-09-10,27.45,6.45,21.0,unearned_address_correction,21.0
130805,1Z000130805,Verity Beauty,PostalDirect,PSD_ECONOMY,2025-03-25,28.6,7.6,21.0,unearned_address_correction,21.0
130801,1Z000130801,Cascade Supplements,ContinentalParcel,CPX_GROUND,2025-10-28,42.4,21.4,21.0,unearned_address_correction,21.0
130440,1Z000130440,Northwind Apparel,PostalDirect,PSD_ECONOMY,2025-01-13,29.8,8.8,21.0,unearned_address_correction,21.0
192563,1Z000192563,Harbor Home Goods,ContinentalParcel,CPX_GROUND,2025-06-30,48.55,27.55,21.0,unearned_address_correction,21.0
193046,1Z000193046,Northwind Apparel,RegionalGrid,RGX_REGIONAL,2025-04-18,34.25,13.25,21.0,unearned_address_correction,21.0
192969,1Z000192969,Verity Beauty,NationalExpress,NEX_GROUND,2025-12-23,38.88,17.88,21.0,unearned_address_correction,21.0
63383,1Z000063383,Northwind Apparel,NationalExpress,NEX_GROUND,2025-06-26,37.93,16.93,21.0,unearned_address_correction,21.0
209169,1Z000209169,Northwind Apparel,NationalExpress,NEX_GROUND,2025-12-09,41.43,20.42,21.01,unearned_address_correction,21.0
63304,1Z000063304,Cascade Supplements,ContinentalParcel,CPX_GROUND,2025-05-11,48.18,27.18,21.0,unearned_address_correction,21.0
